t_tdoa,idA,idB,tdoa_meas,t_acc,acc_x,acc_y,acc_z,t_gyro,gyro_x,gyro_y,gyro_z,t_tof,tof,t_flow,deltaX,deltaY,t_baro,baro,t_pose,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
0.3156298999999977,0.0,1.0,0.483251690864563,0.14238744999999975,0.0237126853317022,0.0024652215652167,1.0003070831298828,0.14237214999999667,0.0171138811856508,0.0809593349695205,0.0338614359498024,6.193884949999998,0.24955000000000005,1.6253947499999977,-3.0,-2.0,2.864720099999996,219.72025604248046,0.7114439499999953,1.315000057220459,0.032999999821186,0.0850000008940696,-0.0041513117030262,-0.0083026234060525,0.0249078702181577,0.9996466636657716
0.3156298999999977,1.0,3.0,-1.0744138956069946,0.14238744999999975,0.0239552054554224,0.0028862592298537,1.0003658533096311,0.14237214999999667,0.0006837222026661,0.1386715024709701,0.1096847057342529,6.193884949999998,0.24955000000000005,1.6253947499999977,3.0,0.0,2.864720099999996,219.7440490722656,0.7114439499999953,1.315000057220459,0.032999999821186,0.0850000008940696,-0.002767541212961,-0.006918853148818,0.0235240999609231,0.9996954798698424
0.3156298999999977,3.0,4.0,1.6045832633972168,0.14238744999999975,0.0241296272724866,0.0033491149079054,1.000465750694275,0.14237214999999667,-0.0318520739674568,0.151519164443016,0.1531105488538742,6.193884949999998,0.24955000000000005,1.6253947499999977,-3.0,-1.0,2.864720099999996,219.72025604248046,0.7114439499999953,1.315000057220459,0.032999999821186,0.0850000008940696,-0.002767541212961,-0.006918853148818,0.0221403297036886,0.9997270703315736
0.3156298999999977,4.0,5.0,-2.275505542755127,0.14238744999999975,0.024223368614912,0.0037372752558439,1.000605821609497,0.14237214999999667,-0.0606737583875656,0.1314842253923416,0.1500643789768219,6.193884949999998,0.24955000000000005,1.6253947499999977,3.0,-3.0,2.864720099999996,219.7713928222656,0.7114439499999953,1.315000057220459,0.032999999821186,0.0850000008940696,-0.002767541212961,-0.006918853148818,0.0235240999609231,0.9996954798698424
0.3156298999999977,5.0,6.0,0.8820516467094421,0.14238744999999975,0.0242696721106767,0.0039522969163954,1.0007317066192627,0.14237214999999667,-0.0654564425349235,0.1074211820960044,0.0965682119131088,6.193884949999998,0.24955000000000005,1.6253947499999977,-3.0,3.0,2.864720099999996,219.72216796875,0.7114439499999953,1.315000057220459,0.032999999821186,0.0850000008940696,-0.0041513117030262,-0.0083026234060525,0.0249078702181577,0.99961119890213
0.3156298999999977,6.0,7.0,-0.0281505845487117,0.14238744999999975,0.0243070144206285,0.0039530140347778,1.0007736682891846,0.14237214999999667,-0.0490869283676147,0.1027113199234008,0.0112376203760504,6.193884949999998,0.24955000000000005,1.6253947499999977,0.0,3.0,2.864720099999996,219.73858642578125,0.7114439499999953,1.315000057220459,0.032999999821186,0.0850000008940696,-0.0041513117030262,-0.0083026234060525,0.0249078702181577,0.9996466636657716
0.3156298999999977,0.0,1.0,0.3143481910228729,0.14238744999999975,0.024353627115488,0.0037549573462456,1.0006922483444214,0.14237214999999667,-0.0281507913023233,0.1140200123190879,-0.0683723837137222,6.193884949999998,0.24955000000000005,1.6253947499999977,3.0,-3.0,2.864720099999996,219.7604522705078,0.7114439499999953,1.315000057220459,0.032999999821186,0.0850000008940696,-0.0041513117030262,-0.0083026234060525,0.0249078702181577,0.99961119890213
0.3156298999999977,1.0,2.0,-1.998691439628601,0.14238744999999975,0.0244001131504774,0.0034454269334673,1.0004730224609375,0.14237214999999667,-0.0116476789116859,0.1057791039347648,-0.1135847494006156,6.193884949999998,0.24955000000000005,1.6253947499999977,-3.0,4.0,2.864720099999996,219.77687072753903,0.7114439499999953,1.315000057220459,0.032999999821186,0.0850000008940696,-0.0041513117030262,-0.0083026234060525,0.0249078702181577,0.9996466636657716
0.3156298999999977,2.0,3.0,1.0134210586547852,0.14238744999999975,0.0244219880551099,0.0031524384394288,1.000149130821228,0.14237214999999667,-0.008817040361464,0.0472092144191265,-0.1250900477170944,6.193884949999998,0.24955000000000005,1.6253947499999977,3.0,-1.0,2.864720099999996,219.7659149169922,0.7114439499999953,1.315000057220459,0.032999999821186,0.0850000008940696,-0.0041513117030262,-0.0083026234060525,0.0249078702181577,0.99961119890213
0.3156298999999977,3.0,4.0,1.6045832633972168,0.14238744999999975,0.0244127977639436,0.0029562385752797,0.9998186826705932,0.14237214999999667,-0.0357583202421665,-0.0478306598961353,-0.1122634410858154,6.193884949999998,0.24955000000000005,1.6253947499999977,0.0,1.0,2.864720099999996,219.82606506347656,0.7114439499999953,1.315000057220459,0.032999999821186,0.0850000008940696,-0.0041513117030262,-0.0083026234060525,0.0249078702181577,0.9996466636657716
